Applicant,Application,Created date,Submitted date,Offer type,Offer course name,Gender,Special needs,Disadvantaged background,Latest Higher Education Institution,Latest Education Level,Education - Block 1: Level of education,Education - Block 2: Level of education,Language: native,Extra question: Intended Major/Program of study at Ashesi University,"Extra question: Have you applied to Ashesi before? If ""yes"" indicate the year.",Extra question: Have any of your family members gained admission to Ashesi University?,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Type of Exam,Extra question: Exam Year,Extra question: Certificate Awarded,Extra question: Graduating/Cummulative Score,Extra question: Certificate Classification,Extra question: How did you hear about Ashesi? You can select all that apply to you:,"Extra question: Have you ever attended any Ashesi sponsored high school event? If ""yes"" please state event and year of attendance.",Extra question: Do you Need Financial Aid?,Extra question: Do you need Financial Aid?,Extra question: Do you need Financial Aid,Extra question: Do you Need Financial Aid?,Language test - numerical score,Language test - textual score,Motivation letter - numerical score,Motivation letter - textual score,Skype interviw grade - numerical score
19988,27197,03/05/2023 15:53,25/09/2023 9:48,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,rw,,"Yes, Academic Year 2020/2021",No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Secondary/High School/Vocational Training,IGCSE 'A' Level,15/04/2021,,,,"Friend
Television
Ashesi Student/Alumni
Ashesi Website",No,Yes,,,,,,,,
37901,27198,03/05/2023 18:23,26/12/2023 6:35,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ee,,No,Yes,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Aunt,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,"Ashesi Student/Alumni
School Visit",No,Yes,,,,,,,,
37901,27198,03/05/2023 18:23,26/12/2023 6:35,Withdrawn,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,Yes,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Aunt,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,"Ashesi Student/Alumni
School Visit",No,Yes,,,,,,,,
37904,27204,03/05/2023 22:48,05/05/2023 14:40,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,WASSCE - Ghana,04/08/2021,,,,Friend,No.,Yes,,,,,,,,
37906,27205,03/05/2023 23:36,21/07/2023 21:37,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,luo,,No,No,,,,,,,Yes,My Father,Secondary/High School/Vocational Training,Yes,In-law,Tertiary/University Education,Other Official Exam,18/12/2019,,,,"Facebook
Ashesi Website
Friend",No,Yes,,,,,,,,
37912,27208,04/05/2023 4:29,12/06/2023 15:26,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,rn,,No,No,,,,,,,No,Father,No Formal Education,No,Mother,No Formal Education,Other Official Exam,09/08/2014,,,,Other,No,Yes,,,,,,,,
28369,27211,04/05/2023 8:52,14/08/2023 2:09,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Sister,Tertiary/University Education,WASSCE - Ghana,01/08/2022,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
37922,27218,04/05/2023 14:07,22/12/2023 15:28,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,nzi,,no,No,,,,,,,Yes,mother,Secondary/High School/Vocational Training,Yes,Aunt,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,School Visit,yes. An Ashesi sponsored leadership orientation at Achimota School,No,,,,,,,,
29134,27224,04/05/2023 17:25,27/07/2023 17:00,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,SE,ss,,no,No,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,mother,Secondary/High School/Vocational Training,Other Official Exam,01/10/2023,,,,Other,No,Yes,,,,,,,,
37954,27234,05/05/2023 8:39,19/12/2023 16:43,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,ak,,No,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,29/09/2023,,,,Ashesi Parent,,Yes,,,,,,,,
37957,27235,05/05/2023 11:35,25/05/2023 8:33,Auto Deny,[B.Sc.] Computer Science,M,,,,,SE,,rw,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,Secondary/High School/Vocational Training,High School Diploma,19/11/2019,,,,"Ashesi Website
Instagram",No,Yes,,,,,,,,
37960,27236,05/05/2023 14:51,25/05/2023 22:11,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,No Formal Education,WASSCE - Ghana,26/10/2021,,,,"Other
School Visit",Not Applicable,Yes,,,,,,,,
37969,27238,05/05/2023 15:36,18/12/2023 22:03,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,WASSCE - Ghana,21/08/2023,,,,"Friend
Ashesi Student/Alumni",NO,Yes,,,,,,,,
37970,27240,05/05/2023 16:29,29/07/2023 21:05,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,No Formal Education,WASSCE - Ghana,,,,,"Friend
Ashesi Website
Ashesi Staff/Faculty",No,Yes,,,,,,,,
37986,27249,06/05/2023 4:12,18/12/2023 18:36,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Grandmother,Basic Education/School,No,Father,Tertiary/University Education,WASSCE - Ghana,31/07/2023,,,,Teacher / Counselor,No,Yes,,,,,,,,
38002,27255,06/05/2023 14:21,20/10/2023 7:34,Failed,[B.Sc.] Computer Engineering,M,,,Kwame Nkrumah University of Science and Technology,BA,SE,BA,ak,,Yes,Yes,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Uncle,Secondary/High School/Vocational Training,WASSCE - Ghana,02/09/2022,,,,School Visit,,No,,,,,,,,
38002,27255,06/05/2023 14:21,20/10/2023 7:34,Failed,[B.Sc.] Computer Science,M,,,Kwame Nkrumah University of Science and Technology,BA,SE,BA,ak,,Yes,Yes,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Uncle,Secondary/High School/Vocational Training,WASSCE - Ghana,02/09/2022,,,,School Visit,,No,,,,,,,,
38008,27257,06/05/2023 15:24,11/10/2023 12:46,Failed,[B.Sc.] Management Information Systems,M,,,,SE,OQ,SE,ada,,No,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,No Formal Education,WASSCE - Ghana,02/09/2021,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
38010,27259,06/05/2023 15:25,19/12/2023 12:59,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ak,,NO,No,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Tertiary/University Education,WASSCE - Ghana,31/08/2023,,,,"Ashesi Parent
Ashesi Website",NO,No,,,,,,,,
38011,27260,06/05/2023 15:31,21/10/2023 0:11,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,MOTHER,Tertiary/University Education,Yes,FATHER,Basic Education/School,WASSCE - Ghana,24/08/2022,,,,"Teacher / Counselor
School Visit
Ashesi Website",No,Yes,,,,,,,,
38024,27263,06/05/2023 17:35,15/06/2023 17:41,Withdrawn,[B.Sc.] Electrical/Electronic Engineering,M,,,,OQ,OQ,SE,yo,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,"Other Official Exam
WASSCE - Nigeria",30/05/2017,,,,Ashesi Website,,No,,,,,,,,
38035,27273,07/05/2023 8:01,30/05/2023 14:18,Failed,[B.Sc.] Computer Science,M,,,,,SE,,din,,No,No,,,,,,,Yes,My dad,No Formal Education,Yes,Mother,No Formal Education,IGCSE 'A' Level,06/12/2022,,,,"Ashesi Website
Facebook",,Yes,,,,,,,,
38040,27274,07/05/2023 8:12,27/07/2023 11:54,Failed,[B.Sc.] Business Administration,F,,,"University of Ghana, Legon",BA,BA,SE,ak,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Tertiary/University Education,WASSCE - Ghana,28/08/2019,,,,"Ashesi Student/Alumni
Ashesi Website",No,Yes,,,,,,,,
38051,27275,07/05/2023 12:03,21/12/2023 0:05,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,25/09/2023,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
38058,27282,07/05/2023 14:18,21/12/2023 8:19,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Secondary/High School/Vocational Training,WASSCE - Ghana,23/08/2023,,,,"Other
Teacher / Counselor",,Yes,,,,,,,,
38059,27284,07/05/2023 15:04,16/10/2023 15:41,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,High School Diploma,,,,,"Teacher / Counselor
Friend",,Yes,,,,,,,,
38069,27287,07/05/2023 16:53,05/09/2023 19:31,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,"No, I did not apply to Ashesi  university before",No,,,,,,,Yes,MOTHER,Basic Education/School,Yes,FATHER,No Formal Education,High School Diploma,05/08/2022,,,,Ashesi Student/Alumni,I did not attend any event of school sponsored by Ashesi.,Yes,,,,,,,,
36140,27289,07/05/2023 18:11,02/08/2023 17:16,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ada,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,No Formal Education,"WASSCE - Ghana
WASSCE - Nigeria",20/07/2020,,,,"Friend
Facebook",,Yes,,,,,,,,
35982,27292,07/05/2023 20:32,13/10/2023 21:09,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,gaa,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,Secondary/High School/Vocational Training,WASSCE - Ghana,08/04/2019,,,,Ashesi Website,No,Yes,,,,,,,,
38085,27299,08/05/2023 8:24,27/07/2023 15:34,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,rn,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,02/08/2022,,,,Ashesi Website,No,Yes,,,,,,,,
38101,27314,08/05/2023 11:37,18/05/2023 7:27,Auto Deny,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,rw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Basic Education/School,High School Diploma,27/07/2022,,,,"Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
38107,27318,08/05/2023 14:35,19/12/2023 13:44,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,gaa,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,"School Visit
Campus Tour
Friend","yes. CampusFrance Seminar At Ashesi on March 24,2023.",No,,,,,,,,
38109,27320,08/05/2023 14:53,16/05/2023 11:54,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,rn,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,No Formal Education,Other Official Exam,08/05/2023,,,,Teacher / Counselor,No,Yes,,,,,,,,
38111,27321,08/05/2023 15:18,30/08/2023 12:57,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,no,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,father,Tertiary/University Education,"IGCSE 'A' Level
High School Diploma",05/06/2019,,,,Ashesi Student/Alumni,,No,,,,,,,,
38112,27324,08/05/2023 16:18,12/07/2023 9:51,Failed,[B.Sc.] Computer Engineering,M,,,,OQ,OQ,SE,rn,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,My mother,No Formal Education,Other Official Exam,31/10/2018,,,,Teacher / Counselor,No,Yes,,,,,,,,
31647,27325,08/05/2023 16:32,30/08/2023 17:11,Failed,[B.Sc.] Business Administration,M,,,,OQ,OQ,SE,rw,,"Yes , Year ; 2022/23",No,,,,,,,No,Mother,No Formal Education,,,Basic Education/School,Other Official Exam,26/11/2019,,,,Other,N/A,Yes,,,,,,,,
38117,27327,08/05/2023 17:44,17/05/2023 17:31,Failed,[B.Sc.] Mechanical Engineering,F,,,,,SE,,ak,,No,No,,,,,,,Yes,Sister,No Formal Education,No,Father,No Formal Education,WASSCE - Ghana,08/10/2018,,,,"Teacher / Counselor
School Visit",No,Yes,,,,,,,,
38125,27335,09/05/2023 7:17,19/12/2023 5:57,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ha,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Brother,Tertiary/University Education,WASSCE - Ghana,15/06/2023,,,,Ashesi Website,No,Yes,,,,,,,,
38132,27338,09/05/2023 10:03,28/09/2023 9:13,Failed,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Secondary/High School/Vocational Training,WASSCE - Ghana,23/08/2023,,,,Ashesi Website,No,Yes,,,,,,,,
38133,27339,09/05/2023 10:11,09/05/2023 12:18,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Father,Basic Education/School,No,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,31/12/2022,,,,"School Visit
Friend
Ashesi Website",,Yes,,,,,,,,
38135,27341,09/05/2023 12:06,11/07/2023 16:35,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,SE,en,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,International Baccalaureate (IB) Diploma,03/05/2023,,,,Teacher / Counselor,Ashesi University visited my school to do a presentation,No,,,,,,,,
29439,27342,09/05/2023 14:27,24/07/2023 14:08,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,SE,sw,,YES 2022/2023,No,,,,,,,Yes,Mother,Basic Education/School,Yes,Half Sister,Tertiary/University Education,High School Diploma,09/05/2022,,,,"Friend
Teacher / Counselor
Ashesi Website",No.,Yes,,,,,,,,
38140,27345,09/05/2023 14:59,04/10/2023 4:55,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Brother,Tertiary/University Education,Yes,Mother,Basic Education/School,WASSCE - Ghana,01/08/2022,,,,Television,,No,,,,,,,,
38143,27346,09/05/2023 15:03,12/05/2023 7:22,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,rn,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,No Formal Education,Other Official Exam,26/07/2022,,,,"Friend
Ashesi Website",No,Yes,,,,,,,,
38148,27348,09/05/2023 15:52,27/10/2023 18:02,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,IGCSE 'A' Level,,,,,Friend,No,No,,,,,,,,
38149,27349,09/05/2023 17:39,29/09/2023 17:03,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,ada,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,"School Visit
Friend",No,Yes,,,,,,,,
38175,27361,10/05/2023 9:22,18/05/2023 7:22,Auto Deny,[B.Sc.] Business Administration,M,,,,VO,SE,VO,sw,,No,No,,,,,,,No,Mother,No Formal Education,Yes,Father,Basic Education/School,High School Diploma,02/07/2021,,,,"Ashesi Website
Other",No,Yes,,,,,,,,
25093,27362,10/05/2023 10:14,22/10/2023 18:47,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Basic Education/School,IGCSE 'A' Level,20/04/2021,,,,"Ashesi Website
Other",No,No,,,,,,,,
38186,27369,10/05/2023 15:19,18/12/2023 15:14,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,fat,,No,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,14/08/2023,,,,"Ashesi Student/Alumni
School Visit
Other",No,No,,,,,,,,
38188,27371,10/05/2023 17:03,19/12/2023 22:41,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,01/08/2023,,,,"Friend
School Visit
Instagram
Twitter",No,No,,,,,,,,
38193,27375,10/05/2023 19:36,05/07/2023 8:33,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,,ar,,No,No,,,,,,,Yes,Cousin,Secondary/High School/Vocational Training,Yes,Sister,Secondary/High School/Vocational Training,Other Official Exam,14/04/2022,,,,Friend,No,Yes,,,,,,,,
38196,27377,10/05/2023 20:18,30/05/2023 23:41,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,sn,,YES-2022,No,,,,,,,Yes,MOTHER,No Formal Education,Yes,SPONSOR,Tertiary/University Education,"IGCSE 'A' Level
Other Official Exam",,,,,Other,NO,Yes,,,,,,,,
38205,27384,11/05/2023 5:39,09/08/2023 10:41,Failed,[B.Sc.] Computer Engineering,M,,,,,SE,,din,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,No Formal Education,High School Diploma,01/04/2022,,,,Ashesi Staff/Faculty,No,Yes,,,,,,,,
38205,27384,11/05/2023 5:39,09/08/2023 10:41,Failed,[B.Sc.] Business Administration,M,,,,,SE,,din,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,No Formal Education,High School Diploma,01/04/2022,,,,Ashesi Staff/Faculty,No,Yes,,,,,,,,
38210,27392,11/05/2023 12:38,18/05/2023 8:21,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,rw,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,Basic Education/School,High School Diploma,05/08/2022,,,,"Friend
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
38211,27393,11/05/2023 14:24,14/09/2023 12:11,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,NO,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Tertiary/University Education,WASSCE - Ghana,31/10/2022,,,,"Ashesi Website
Friend",No,Yes,,,,,,,,
38212,27394,11/05/2023 15:51,11/05/2023 17:05,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Legal Guardian,Tertiary/University Education,,,No Formal Education,Other Official Exam,30/11/2022,,,,School Visit,,Yes,,,,,,,,
38214,27396,11/05/2023 15:54,15/08/2023 18:38,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,IGCSE 'A' Level,02/05/2023,,,,"Ashesi Student/Alumni
Ashesi Parent
Ashesi Website
Instagram
Ashesi Staff/Faculty
Teacher / Counselor
Friend","Yes. An Ashesi Univerisity College Fair programme at Ghana Christian International High School, in 2022.",Yes,,,,,,,,
38214,27396,11/05/2023 15:54,15/08/2023 18:38,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,IGCSE 'A' Level,02/05/2023,,,,"Ashesi Student/Alumni
Ashesi Parent
Ashesi Website
Instagram
Ashesi Staff/Faculty
Teacher / Counselor
Friend","Yes. An Ashesi Univerisity College Fair programme at Ghana Christian International High School, in 2022.",Yes,,,,,,,,
38221,27402,11/05/2023 19:20,25/05/2023 18:44,Withdrawn,[B.Sc.] Computer Science,F,,,,SE,SE,SE,ak,,NO,No,,,,,,,Yes,MOTHER,Secondary/High School/Vocational Training,Yes,Brother,Tertiary/University Education,WASSCE - Ghana,24/06/2021,,,,"Ashesi Website
Ashesi Student/Alumni",NO,No,,,,,,,,
38227,27408,12/05/2023 3:19,28/07/2023 17:00,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,ee,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,Basic Education/School,WASSCE - Ghana,06/09/2021,,,,"Ashesi Website
Friend",No,Yes,,,,,,,,
38228,27409,12/05/2023 4:59,23/08/2023 9:23,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,din,,No,No,,,,,,,Yes,Brother,Secondary/High School/Vocational Training,Yes,Brother,No Formal Education,High School Diploma,30/03/2022,,,,Other,No,Yes,,,,,,,,
38229,27410,12/05/2023 5:00,27/05/2023 11:06,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,No Formal Education,WASSCE - Ghana,07/05/2019,,,,Teacher / Counselor,No,Yes,,,,,,,,
38234,27412,12/05/2023 5:50,19/12/2023 13:34,Withdrawn,[B.Sc.] Computer Science,F,,,,SE,SE,,gaa,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Aunt,Tertiary/University Education,WASSCE - Ghana,31/07/2023,,,,"Teacher / Counselor
Friend",No,No,,,,,,,,
38243,27419,12/05/2023 12:51,21/06/2023 12:22,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,rw,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,High School Diploma,27/07/2022,,,,Friend,No,Yes,,,,,,,,
38246,27420,12/05/2023 13:11,09/09/2023 21:12,Enrolled,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,No,No,,,,,,,Yes,mother,Tertiary/University Education,Yes,Father,Secondary/High School/Vocational Training,IGCSE 'A' Level,02/05/2023,,,,"Ashesi Website
Friend
Teacher / Counselor",No,No,,,,,,,,
38247,27422,12/05/2023 14:27,12/05/2023 16:32,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,en,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,,,,,Other,,Yes,,,,,,,,
38255,27427,12/05/2023 19:18,11/08/2023 16:22,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,SE,fat,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,01/09/2021,,,,"Ashesi Staff/Faculty
Teacher / Counselor",No.,Yes,,,,,,,,
38261,27432,13/05/2023 6:00,19/05/2023 18:04,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,din,,No.,No,,,,,,,Yes,Caretaker.,No Formal Education,,,No Formal Education,Other Official Exam,18/04/2022,,,,"Ashesi Website
Facebook
Newspaper
Television",No.,Yes,,,,,,,,
38264,27434,13/05/2023 10:57,01/06/2023 0:47,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,No Formal Education,WASSCE - Ghana,01/09/2021,,,,Teacher / Counselor,No,Yes,,,,,,,,
38266,27435,13/05/2023 11:22,18/12/2023 18:29,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,29/09/2023,,,,"Ashesi Student/Alumni
School Visit",No,Yes,,,,,,,,
38271,27439,13/05/2023 14:29,25/10/2023 19:23,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Secondary/High School/Vocational Training,WASSCE - Ghana,29/08/2023,,,,"School Visit
Ashesi Website",No,Yes,,,,,,,,
38273,27440,13/05/2023 15:08,18/06/2023 19:48,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ig,,no,No,,,,,,,No,Father,Secondary/High School/Vocational Training,No,Mother,Secondary/High School/Vocational Training,WASSCE - Nigeria,31/10/2022,,,,"Other
Instagram",No,Yes,,,,,,,,
38274,27441,13/05/2023 15:53,20/07/2023 20:26,Enrolled,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,,,,,"Ashesi Student/Alumni
Campus Tour",,No,,,,,,,,
38275,27442,13/05/2023 16:18,30/12/2023 16:50,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,OQ,ak,,No,No,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Tertiary/University Education,WASSCE - Ghana,23/08/2023,,,,"Ashesi Parent
Friend",NO,No,,,,,,,,
38276,27443,13/05/2023 17:07,13/05/2023 22:34,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,NO,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,WASSCE - Ghana,24/08/2022,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
38301,27455,14/05/2023 13:14,31/05/2023 20:51,Failed,[B.Sc.] Business Administration,M,,,,,SE,,bas,,No,No,,,,,,,Yes,Brother,Basic Education/School,Yes,Brother,Basic Education/School,WASSCE - Ghana,20/09/2022,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
38312,27462,15/05/2023 1:56,13/06/2023 5:15,Failed,[B.Sc.] Business Administration,M,,,,,SE,,ada,,No,No,,,,,,,Yes,,Basic Education/School,,,Basic Education/School,WASSCE - Ghana,16/05/2019,,,,"Television
Teacher / Counselor",No,Yes,,,,,,,,
38313,27463,15/05/2023 6:58,04/08/2023 7:28,Failed,[B.Sc.] Computer Engineering,M,,,,,SE,,ha,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Nigeria,01/04/2019,,,,"Friend
Ashesi Student/Alumni",No,Yes,,,,,,,,
38318,27468,15/05/2023 8:55,19/05/2023 11:09,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,en,,No,No,,,,,,,No,,No Formal Education,No,,No Formal Education,Other Official Exam,31/08/2013,,,,Other,,Yes,,,,,,,,
38330,27474,15/05/2023 12:50,13/06/2023 12:09,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,31/08/2015,,,,"Newspaper
Other
Ashesi Website",No,Yes,,,,,,,,
38334,27479,15/05/2023 15:04,11/09/2023 12:05,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,OQ,rn,,No,No,,,,,,,Yes,Mother,No Formal Education,No,Father,Basic Education/School,Other Official Exam,19/10/2018,,,,Other,No,Yes,,,,,,,,
38335,27480,15/05/2023 15:57,29/09/2023 21:15,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,fat,,No,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Aunty,Tertiary/University Education,WASSCE - Ghana,29/09/2023,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Friend",No,Yes,,,,,,,,
